"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.130389210E0,-9.444994330E-1,-1.387572050E0,5.412539244E-1
4.140429493E0,-8.159258366E-1,-1.400315404E0,7.759702802E-1
4.150500294E0,-7.736719847E-1,-1.486488342E0,1.003738523E0
4.160571095E0,-6.851376295E-1,-1.525651097E0,1.196421027E0
4.170672413E0,-4.976329505E-1,-1.515122294E0,1.339538574E0
4.180712696E0,-2.315781265E-1,-1.428908587E0,1.482945561E0
4.190752979E0,7.601216435E-2,-1.269240260E0,1.594013333E0
4.200823780E0,3.969478309E-1,-1.086970806E0,1.708469152E0
4.210894581E0,7.119437456E-1,-9.066467881E-1,1.830959082E0
4.220995899E0,9.894310832E-1,-7.176985145E-1,1.964210153E0
4.231097218E0,1.187811494E0,-5.346917510E-1,2.106889009E0
4.241137501E0,1.289174914E0,-3.614255190E-1,2.259652376E0
4.251208302E0,1.362886429E0,-1.711430252E-1,2.448699713E0
4.261279102E0,1.471179008E0,2.781347372E-2,2.614861012E0
4.271380421E0,1.666923881E0,2.378822267E-1,2.770025015E0
4.281420704E0,1.964867949E0,4.772483706E-1,2.932889700E0
4.291491505E0,2.231724262E0,6.951872110E-1,3.141426563E0
4.301562305E0,2.576368809E0,8.671706915E-1,3.379803896E0
4.312304493E0,2.988411427E0,9.927914739E-1,3.588203907E0
4.322314259E0,3.372250319E0,1.071418643E0,3.703915834E0
4.332354542E0,3.616716623E0,1.146834254E0,3.720853567E0
4.342364307E0,3.722440958E0,1.208021045E0,3.614687204E0
4.352404591E0,3.732298374E0,1.276482701E0,3.492620945E0
4.362414356E0,3.700023174E0,1.375618458E0,3.263115883E0
4.372454639E0,3.644599438E0,1.527055025E0,2.933526993E0
4.382464405E0,3.623699903E0,1.710440874E0,2.505869150E0
4.392474171E0,3.682478428E0,1.907446265E0,2.005567074E0
4.402483936E0,3.820338249E0,2.076717377E0,1.400762677E0
4.422503468E0,3.778497934E0,2.300950766E0,2.052628845E-1
4.432543751E0,3.643178940E0,2.377809048E0,-4.302092791E-1
4.442614552E0,3.437783480E0,2.453583717E0,-1.108593345E0
4.452624317E0,3.095324993E0,2.547025442E0,-1.821537971E0
4.462695118E0,2.623495102E0,2.628134012E0,-2.499251366E0
4.472765919E0,2.126390696E0,2.684216022E0,-3.065676212E0
4.482836720E0,1.719618440E0,2.707690001E0,-3.506016970E0
4.492907520E0,1.414177656E0,2.690171242E0,-3.810451984E0
4.502978321E0,1.187423468E0,2.642043591E0,-3.987153530E0
4.513049122E0,9.939769506E-1,2.562189341E0,-4.040291786E0
4.523119923E0,8.238464594E-1,2.481395245E0,-4.001057148E0
4.533190723E0,6.245213151E-1,2.382503748E0,-3.944520473E0
4.543261524E0,4.328130484E-1,2.267972708E0,-3.845943928E0
4.553332325E0,2.567972541E-1,2.139426947E0,-3.730985165E0
4.563403126E0,1.127523556E-1,1.999255180E0,-3.628497362E0
4.573473927E0,-6.256389618E-2,1.840442419E0,-3.507527590E0
4.583544727E0,-3.087734580E-1,1.652186632E0,-3.414244175E0
4.594256397E0,-6.300770044E-1,1.419919133E0,-3.328220606E0
4.604296680E0,-1.022699475E0,1.070770144E0,-3.242067814E0
4.614306446E0,-1.433142900E0,6.778841019E-1,-3.139974594E0
4.624346729E0,-1.850724101E0,2.599421442E-1,-3.022164822E0
4.644366261E0,-2.737637520E0,-5.653308630E-1,-2.820229292E0
4.654406544E0,-3.186920404E0,-8.953873515E-1,-2.752519608E0
4.664416309E0,-3.634625196E0,-1.188578963E0,-2.668107748E0
4.674426075E0,-4.095293999E0,-1.470403194E0,-2.556509495E0
4.684435841E0,-4.566708565E0,-1.738665104E0,-2.417016268E0
4.694506641E0,-5.024430752E0,-2.016400814E0,-2.236272573E0
4.714495655E0,-5.771889210E0,-2.629038095E0,-1.904863954E0
4.724535938E0,-5.939612389E0,-3.059215307E0,-1.801650524E0
4.734576221E0,-5.938032150E0,-3.376588345E0,-1.675860405E0
4.744677540E0,-5.896286964E0,-3.396745443E0,-1.600065112E0
4.754748341E0,-5.895482063E0,-3.291959286E0,-1.478960514E0
4.764819141E0,-5.846363068E0,-3.111340761E0,-1.284539819E0
4.774889942E0,-5.632724285E0,-2.828858376E0,-1.146271706E0
4.784960743E0,-5.401224613E0,-2.609392405E0,-9.526166916E-1
4.795031544E0,-4.972905636E0,-2.372643948E0,-7.478575110E-1
4.805071827E0,-4.361504555E0,-2.072592974E0,-4.560777545E-1
4.815142628E0,-3.718113899E0,-1.819704652E0,-1.415951997E-1
4.825213429E0,-3.063705683E0,-1.605543375E0,1.685494035E-1
4.835253712E0,-2.344408035E0,-1.395260096E0,4.608605802E-1
4.845385548E0,-1.631825089E0,-1.189235806E0,7.237478495E-1
4.855456348E0,-1.022898197E0,-1.009192586E0,9.481717348E-1
4.865527149E0,-5.100852847E-1,-7.892327905E-1,1.152488470E0
4.875597950E0,-6.321378052E-2,-4.230113924E-1,1.364115596E0
4.885668751E0,3.423822820E-1,-9.062718600E-2,1.616528034E0
4.895739552E0,6.132845283E-1,8.651714027E-2,1.885151863E0
4.905810352E0,8.210758567E-1,1.631806344E-1,2.070566177E0
4.915820118E0,9.931117296E-1,1.841598302E-1,2.175585032E0
4.925951954E0,1.150533676E0,1.102928892E-1,2.266464472E0
4.936022755E0,1.304790616E0,8.313199878E-2,2.276544094E0
4.946093555E0,1.357652187E0,1.572242379E-1,2.287663460E0
4.956194874E0,1.232645154E0,2.033832818E-1,2.209339142E0
4.966235157E0,1.051703930E0,1.381121874E-1,2.090934515E0
4.976336475E0,8.887612820E-1,8.096226305E-2,1.924069166E0
4.986407276E0,7.184491754E-1,2.627470158E-2,1.717396498E0
4.996447559E0,5.842090845E-1,-2.266760357E-2,1.490104556E0
5.006518360E0,5.289285183E-1,-1.981118694E-2,1.258522511E0
5.016589161E0,4.948714077E-1,-2.133499831E-2,1.057314992E0
5.026659962E0,5.169298649E-1,4.004551843E-2,8.974446058E-1
5.036761280E0,5.510568619E-1,9.056068212E-2,7.691872716E-1
5.046801563E0,5.776625872E-1,1.352474540E-1,6.863602400E-1
5.056872364E0,6.519286633E-1,1.752156615E-1,6.329348087E-1
5.066943165E0,8.121007085E-1,2.047067434E-1,6.106344461E-1
5.077013966E0,9.892993569E-1,2.316040844E-1,5.832903385E-1
5.087084766E0,1.049644828E0,2.366502136E-1,5.292491317E-1
5.097155567E0,1.005287647E0,2.298525125E-1,4.442735314E-1
5.107195850E0,9.499276280E-1,2.085906714E-1,3.533069789E-1
5.117297169E0,8.721421957E-1,1.897429824E-1,2.802027464E-1
5.127367970E0,8.148397803E-1,1.736561060E-1,2.205434442E-1
5.137438770E0,7.630227208E-1,1.498795152E-1,1.757797599E-1
5.147509571E0,7.023471594E-1,1.205630228E-1,1.498836577E-1
5.157580372E0,6.278569698E-1,8.780319244E-2,1.520762295E-1
5.167651173E0,5.577962399E-1,5.266163126E-2,1.477700770E-1
5.177721973E0,4.801598489E-1,2.094594017E-2,1.388111264E-1
5.187792774E0,3.740682304E-1,-2.785005234E-2,1.175572500E-1
5.197863575E0,2.390282154E-1,-9.963203967E-2,1.001132727E-1
5.207903858E0,7.949788868E-2,-1.808054596E-1,6.265380979E-2
5.217974659E0,-9.859725833E-2,-2.634552717E-1,2.321871743E-2
5.228045460E0,-2.933040261E-1,-3.494237661E-1,-2.095664293E-2
5.238116261E0,-4.911640286E-1,-4.484181702E-1,-6.310976297E-2
5.248187061E0,-6.766299009E-1,-5.526083708E-1,-5.642572045E-2
5.258288380E0,-8.534051776E-1,-6.774726510E-1,-4.531967454E-3
5.268359180E0,-1.016168237E0,-8.209143877E-1,-1.676720567E-2
5.278460499E0,-1.167199254E0,-9.321641922E-1,-5.435445532E-2
5.288500782E0,-1.334955812E0,-1.011994123E0,-1.046255752E-1
5.298571583E0,-1.501109362E0,-1.093276501E0,-1.587323248E-1
5.308642384E0,-1.636501551E0,-1.181617498E0,-2.194714397E-1
5.318713184E0,-1.720760584E0,-1.284598112E0,-2.478396744E-1
5.328783985E0,-1.753528714E0,-1.404129505E0,-2.535406649E-1
5.338854786E0,-1.736143112E0,-1.558868885E0,-3.056100905E-1
5.348925587E0,-1.691669345E0,-1.745196819E0,-3.757153749E-1
5.358996387E0,-1.649123430E0,-1.878776550E0,-4.714377522E-1
5.369067188E0,-1.634458899E0,-1.992954373E0,-5.924687386E-1
5.379137989E0,-1.614201665E0,-2.093816519E0,-7.091941237E-1
5.389208790E0,-1.611227870E0,-2.195208549E0,-8.250440955E-1
5.399279591E0,-1.597826004E0,-2.274004459E0,-9.336598516E-1
5.409350391E0,-1.531756878E0,-2.308053017E0,-1.046236038E0
5.419390675E0,-1.400057673E0,-2.308281422E0,-1.048682451E0
5.429491993E0,-1.250145912E0,-2.271980047E0,-1.119919896E0
5.439562794E0,-1.098358512E0,-2.229512930E0,-1.223902106E0
5.449633595E0,-8.736628890E-1,-2.176219702E0,-1.234254599E0
5.459704395E0,-5.393394232E-1,-1.997500777E0,-1.173782468E0
5.469775196E0,-1.813654602E-1,-1.741197348E0,-1.099542618E0
5.479845997E0,1.425559074E-1,-1.509580016E0,-1.040288568E0
5.489916798E0,4.673176110E-1,-1.239475727E0,-9.692023993E-1
5.499987598E0,7.823151350E-1,-9.221433997E-1,-8.077532649E-1
5.510058399E0,1.159111500E0,-6.061487198E-1,-5.808258653E-1
5.520129200E0,1.671154141E0,-2.455253750E-1,-3.030073941E-1
5.530200001E0,2.382344961E0,1.414956599E-1,-3.077671491E-2
5.540270802E0,3.256498575E0,6.353304982E-1,2.415699661E-1
5.550341602E0,4.082145691E0,1.178729534E0,5.210391879E-1
5.560412403E0,4.767959118E0,1.661706567E0,8.175342083E-1
5.570483204E0,5.329020500E0,2.103996038E0,1.057112932E0
5.580554005E0,5.810381413E0,2.503443003E0,1.259631991E0
5.590624805E0,6.213458061E0,2.821382761E0,1.524685979E0
5.600695606E0,6.483462334E0,3.037330151E0,1.749732256E0
5.610766407E0,6.665913105E0,3.255168676E0,1.837678671E0
5.620837208E0,6.791015625E0,3.430068970E0,1.864997864E0
5.630908009E0,6.908568859E0,3.609382868E0,1.845517635E0
5.640978809E0,6.951008320E0,3.873454809E0,1.779866219E0
5.651019093E0,6.888608932E0,4.199261665E0,1.747298360E0
5.661089893E0,6.697302341E0,4.501075745E0,1.695364714E0
5.671191212E0,6.455595493E0,4.700668335E0,1.601971745E0
5.681262012E0,6.109217167E0,4.791956902E0,1.512206316E0
5.691332813E0,5.666694641E0,4.844968319E0,1.444628596E0
5.701403614E0,5.282075882E0,4.813410282E0,1.380768538E0
5.711474415E0,4.968226910E0,4.781607628E0,1.287781000E0
5.721514698E0,4.669144154E0,4.790564060E0,1.143403172E0
5.731616016E0,4.365346432E0,4.814932823E0,9.574735761E-1
5.741686817E0,3.997982025E0,4.848523140E0,7.566407919E-1
5.751788136E0,3.628412485E0,4.856987000E0,5.163534284E-1
5.761828419E0,3.157670021E0,4.791313171E0,2.429635525E-1
5.771899220E0,2.605669498E0,4.613998413E0,-1.018469408E-1
5.781970020E0,1.992315054E0,4.398019791E0,-4.685489237E-1
5.792040821E0,1.322103977E0,4.065060139E0,-8.502654433E-1
5.802111622E0,6.044133306E-1,3.568626881E0,-1.229154348E0
5.812182423E0,-1.545041502E-1,2.934331894E0,-1.573034286E0
5.822253223E0,-9.083402157E-1,2.226327419E0,-1.852140665E0
5.832293507E0,-1.633273363E0,1.485625386E0,-2.077520609E0
5.842364307E0,-2.359813213E0,7.283461094E-1,-2.271705389E0
5.852435108E0,-3.116782188E0,-2.135910653E-2,-2.468770266E0
5.862536427E0,-3.907802343E0,-7.559409142E-1,-2.671639442E0
5.872607227E0,-4.753382206E0,-1.453755498E0,-2.828090906E0
5.882678028E0,-5.543273449E0,-2.107281923E0,-2.937912703E0
5.892779346E0,-6.239990234E0,-2.735215187E0,-2.931736231E0
5.902850147E0,-6.873128891E0,-3.319128036E0,-2.847985268E0
5.912890430E0,-7.425855637E0,-3.805348396E0,-2.682232380E0
5.922961231E0,-7.799340725E0,-4.141954422E0,-2.372937918E0
5.933032032E0,-7.990435123E0,-4.299868584E0,-1.954158306E0
5.943102833E0,-8.017790794E0,-4.275590897E0,-1.474759459E0
5.953173634E0,-7.887624264E0,-4.117961407E0,-1.047567606E0
5.963244434E0,-7.692408562E0,-4.056658745E0,-7.996169925E-1
5.973315235E0,-7.342258930E0,-3.982571840E0,-6.912065148E-1
5.983355518E0,-6.977237225E0,-4.030996323E0,-6.756408215E-1
5.993487354E0,-6.561021805E0,-4.149665356E0,-6.685513258E-1
6.003558155E0,-6.205373764E0,-3.958903074E0,-6.875110269E-1
6.013598438E0,-5.774384975E0,-3.525653124E0,-5.862382650E-1
6.023669239E0,-5.189558506E0,-3.020375967E0,-4.007800221E-1
6.033709522E0,-4.498524189E0,-2.487503290E0,-1.182619333E-1
6.043810841E0,-3.620114088E0,-2.123681784E0,2.421491891E-1
6.053912159E0,-2.533740997E0,-1.772608757E0,5.810374618E-1
6.063952442E0,-1.322835565E0,-1.400110841E0,8.880805373E-1
6.073962208E0,-3.083760738E-1,-1.102561474E0,1.093508363E0
6.084094044E0,4.221310019E-1,-9.424709082E-1,1.217298627E0
6.094164845E0,8.938481808E-1,-9.015349746E-1,1.279885650E0
6.104235645E0,1.175415158E0,-9.148461223E-1,1.296747684E0
6.114275929E0,1.380036116E0,-9.110910296E-1,1.317345738E0
6.124377247E0,1.501478076E0,-7.643579841E-1,1.436040759E0
6.134448048E0,1.592818737E0,-3.450144529E-1,1.722783804E0
6.144488331E0,1.607975602E0,1.652739048E-1,1.972295761E0
6.154559132E0,1.664413333E0,3.742178977E-1,2.203846455E0
6.164629932E0,1.869738817E0,4.562633634E-1,2.307015896E0
6.174731251E0,2.089050055E0,3.725502491E-1,2.320451498E0
6.184802052E0,2.116572142E0,2.206082195E-1,2.297719955E0
6.194872852E0,1.933851004E0,1.211183444E-1,2.091000080E0
6.204943653E0,1.577486634E0,7.327587157E-2,1.806909204E0
6.215014454E0,1.130429983E0,6.970618386E-3,1.556024194E0
6.225085255E0,8.070519567E-1,-6.806349754E-2,1.277215362E0
6.235156055E0,6.761215329E-1,-7.248362154E-2,1.007692456E0
6.245226856E0,5.765647292E-1,-8.680976182E-2,7.641814947E-1
6.255297657E0,5.860618949E-1,-5.259428918E-2,5.780509710E-1
6.265368458E0,6.549978852E-1,-3.878024966E-2,4.184063673E-1
6.275439259E0,6.932963729E-1,-4.510160536E-2,2.875494361E-1
6.285510059E0,6.882900000E-1,-6.816907227E-2,1.957459301E-1
6.295580860E0,6.531305313E-1,-1.072793528E-1,8.632686734E-2
6.305651661E0,5.761168599E-1,-1.342365742E-1,-5.160548910E-2
6.315722462E0,4.646973014E-1,-1.548782438E-1,-1.881819665E-1
6.325823780E0,2.982059121E-1,-1.820516139E-1,-3.384656012E-1
6.335833546E0,1.069755107E-1,-2.203413844E-1,-4.652547240E-1
6.345934864E0,-3.902341053E-2,-2.669850886E-1,-5.618991852E-1
6.356005665E0,-1.819273233E-1,-3.134957552E-1,-6.347403526E-1
6.366076466E0,-3.098334074E-1,-3.656818867E-1,-6.844888330E-1
6.376147266E0,-4.560376406E-1,-4.204517305E-1,-7.274041772E-1
6.386218067E0,-6.259443164E-1,-4.743138254E-1,-7.509967089E-1
6.396288868E0,-7.813576460E-1,-5.275914669E-1,-7.643390894E-1
6.406359669E0,-9.427202940E-1,-5.674590468E-1,-7.705178261E-1
6.416430470E0,-1.090978026E0,-5.963807106E-1,-7.647585273E-1
6.427172657E0,-1.212869763E0,-6.358858347E-1,-7.431110144E-1
6.437182423E0,-1.293306589E0,-6.754425764E-1,-7.061219811E-1
6.457171436E0,-1.405292988E0,-7.598298192E-1,-6.209453940E-1
6.467181202E0,-1.429152727E0,-7.965949774E-1,-5.734683275E-1
6.477252003E0,-1.470307112E0,-8.315977454E-1,-5.359930396E-1
6.497302052E0,-1.686162710E0,-9.185945392E-1,-4.846561849E-1
6.507342335E0,-1.845256209E0,-9.498238564E-1,-4.569924772E-1
6.517382618E0,-2.015027523E0,-9.787330627E-1,-3.993750811E-1
6.527392384E0,-2.163625002E0,-1.017805934E0,-3.458966911E-1
6.547381397E0,-2.293803692E0,-1.054463744E0,-2.280085385E-1
6.557391163E0,-2.282512188E0,-1.075730681E0,-1.405527294E-1
6.567461964E0,-2.241854906E0,-1.191446185E0,-9.957655519E-2
6.577563282E0,-2.176590919E0,-1.417530298E0,-9.166061878E-2
6.587634083E0,-2.113723755E0,-1.669640660E0,-1.441541165E-1
6.597704884E0,-2.095616341E0,-1.849743605E0,-2.346731126E-1
6.607745167E0,-2.108014584E0,-1.969688058E0,-2.765040100E-1
6.617846485E0,-2.113327742E0,-2.067580223E0,-2.228702605E-1
6.627947804E0,-2.078030109E0,-2.157227993E0,-1.369164288E-1
6.637988087E0,-1.967806101E0,-2.233007193E0,-1.265354306E-1
6.648058887E0,-1.803956985E0,-2.249400616E0,-1.128552333E-1
6.658129688E0,-1.558317065E0,-2.229968548E0,2.878216840E-2
6.668200489E0,-1.139815569E0,-2.160332203E0,1.874631941E-1
6.678271290E0,-6.443448663E-1,-2.027051687E0,3.806223273E-1
6.688342091E0,-1.648021340E-1,-1.908015728E0,5.970445275E-1
6.698412891E0,3.122327924E-1,-1.790512919E0,7.853538394E-1
6.709094044E0,7.694517374E-1,-1.673354983E0,1.007484913E0
6.719134327E0,1.444544077E0,-1.336435914E0,1.193980932E0
6.729144093E0,2.262455463E0,-7.629597783E-1,1.458614111E0
6.739184376E0,3.143793106E0,-4.694298282E-2,1.763976932E0
6.749194141E0,3.899824619E0,5.962510109E-1,2.089962482E0
6.769396778E0,5.176933765E0,1.599566936E0,2.611057997E0
6.789263721E0,6.225656509E0,2.500059605E0,2.852382421E0
6.799304005E0,6.597736359E0,2.867120743E0,3.023975372E0
6.809344288E0,6.773567677E0,3.149040461E0,3.025912046E0
6.819354054E0,6.849106312E0,3.422459126E0,2.953217506E0
6.829394337E0,6.902401924E0,3.721228123E0,2.835968733E0
6.839434620E0,6.954063416E0,4.049618721E0,2.641317844E0
6.849474903E0,6.965412140E0,4.387463093E0,2.472149372E0
6.859545704E0,6.775579929E0,4.599493980E0,2.352228403E0
6.869585987E0,6.527616978E0,4.677582264E0,2.185955048E0
6.879656788E0,6.108271599E0,4.724661827E0,2.035469294E0
6.889788624E0,5.614216328E0,4.648494244E0,1.910768151E0
6.899828907E0,5.255033493E0,4.536088943E0,1.796705604E0
6.909899708E0,4.938174248E0,4.458388805E0,1.667876840E0
6.920031544E0,4.644960403E0,4.434170723E0,1.478010893E0
6.930071827E0,4.336483479E0,4.408826351E0,1.255190372E0
6.940142628E0,4.004510880E0,4.352953911E0,1.029951930E0
6.950213429E0,3.617069244E0,4.256856918E0,7.719563842E-1
6.960253712E0,3.161414862E0,4.106859207E0,4.819669425E-1
6.970355030E0,2.677031040E0,3.901542902E0,1.823864132E-1
6.980395313E0,2.178559303E0,3.671601772E0,-8.231806010E-2
6.990466114E0,1.661800861E0,3.339321613E0,-2.972798944E-1
7.000536915E0,1.130735397E0,2.917241335E0,-4.802419841E-1
7.010607716E0,5.872249007E-1,2.436171055E0,-6.475333571E-1
7.020739552E0,2.167833224E-2,1.917704105E0,-6.886943579E-1
7.030749317E0,-5.650307536E-1,1.364387035E0,-6.847360730E-1
7.040820118E0,-1.175807834E0,7.626700401E-1,-6.673810482E-1
7.050890919E0,-1.872948766E0,1.114845946E-1,-7.176382542E-1
7.060961720E0,-2.658901453E0,-5.842484236E-1,-8.379319310E-1
7.071032520E0,-3.426704645E0,-1.291369677E0,-1.007247448E0
7.081103321E0,-4.120168686E0,-1.949732304E0,-1.182362318E0
7.091174122E0,-4.746677876E0,-2.519410133E0,-1.322622061E0
7.101244923E0,-5.355425835E0,-2.994224310E0,-1.474898458E0
7.111315723E0,-5.912278175E0,-3.370088100E0,-1.587327719E0
7.121386524E0,-6.305293083E0,-3.642885685E0,-1.650591493E0
7.131457325E0,-6.521903038E0,-3.796572447E0,-1.676349759E0
7.141558643E0,-6.608637810E0,-3.847488642E0,-1.689964414E0
7.151598927E0,-6.611982346E0,-3.853219509E0,-1.767385244E0
7.161669727E0,-6.653254509E0,-3.952708960E0,-1.855841398E0
7.171740528E0,-6.729233742E0,-4.000785351E0,-2.060170889E0
7.181780811E0,-6.759423256E0,-4.349687576E0,-2.372495890E0
7.191882130E0,-6.957918167E0,-4.571196079E0,-2.890951633E0
7.201952930E0,-7.086772442E0,-4.471102715E0,-3.336859465E0
7.212023731E0,-7.104693413E0,-4.148855686E0,-3.384011269E0
7.222094532E0,-6.659996033E0,-3.768064260E0,-3.275039911E0
7.232165333E0,-6.158469200E0,-3.368108034E0,-3.050445318E0
7.242205616E0,-5.179852486E0,-2.961217642E0,-2.576380253E0
7.252337452E0,-3.842516661E0,-2.419722319E0,-1.997976542E0
7.262377735E0,-2.602831841E0,-1.972871184E0,-1.380528569E0
7.272448536E0,-1.502641916E0,-1.702979922E0,-7.376031876E-1
7.282519337E0,-6.649491787E-1,-1.555750489E0,-2.147249281E-1
7.292590137E0,-1.343242824E-1,-1.504133940E0,1.814918071E-1
7.302660938E0,1.473049223E-1,-1.510082006E0,4.312859476E-1
7.312731739E0,2.426461130E-1,-1.488639832E0,6.398292780E-1
7.322802540E0,2.637179792E-1,-1.262253881E0,9.313280582E-1
7.332873341E0,2.286441773E-1,-7.097785473E-1,1.335492373E0
7.342944141E0,2.153522074E-1,-2.316514701E-1,1.700869083E0
7.353014942E0,5.855706334E-1,6.339646876E-3,2.208963156E0
7.363085743E0,1.113665819E0,1.286783665E-1,2.437127352E0
7.373156544E0,1.692131519E0,2.086762935E-1,2.640323877E0
7.383227345E0,1.794624686E0,2.231130004E-1,2.633045673E0
7.393298145E0,1.403423429E0,1.725171953E-1,2.431006432E0
7.413439747E0,9.198306501E-2,-2.708947659E-1,1.794028878E0
7.423480030E0,-4.147732258E-1,-3.405452669E-1,1.399569392E0
7.433550831E0,-7.755472660E-1,-3.579905331E-1,1.107049704E0
7.443621632E0,-9.512371421E-1,-3.443676829E-1,9.104542136E-1
7.453682041E0,-1.053113699E0,-2.811116874E-1,7.775398493E-1
7.463752842E0,-1.102495790E0,-2.303521335E-1,7.044818401E-1
7.473823643E0,-1.070962429E0,-2.094693780E-1,7.264699936E-1
7.483894444E0,-9.158807397E-1,-2.075307369E-1,7.333914638E-1
7.493965245E0,-6.853891015E-1,-2.066196054E-1,6.818155646E-1
7.504005528E0,-6.267737746E-1,-2.003805637E-1,6.016726494E-1
7.514106846E0,-6.443755031E-1,-1.883455217E-1,4.728005826E-1
7.524330235E0,-7.315329909E-1,-1.995301098E-1,3.219506741E-1
7.544319248E0,-8.618896604E-1,-2.157990336E-1,9.320683777E-2
7.554359532E0,-8.683198690E-1,-2.101053298E-1,2.323159575E-2
7.574501133E0,-7.569901943E-1,-1.619685739E-1,-6.605919451E-2
7.584571934E0,-6.760257483E-1,-1.308622509E-1,-1.038535014E-1
7.594642735E0,-5.811995268E-1,-1.042242572E-1,-1.380802989E-1
7.604713536E0,-4.797531068E-1,-7.365495712E-2,-1.686981171E-1
7.614784336E0,-3.503051698E-1,-4.786491394E-2,-1.894658208E-1
7.625068760E0,-1.548104882E-1,-2.313480712E-2,-2.012968510E-1
7.645027256E0,4.117981493E-1,6.453870237E-2,-1.788375825E-1
7.655067539E0,6.722820997E-1,9.886473417E-2,-1.328127384E-1
7.665168858E0,8.701366782E-1,1.201781183E-1,-7.395548373E-2
7.675209141E0,1.001117110E0,1.344535500E-1,-1.199824642E-2
7.685279942E0,1.069781542E0,1.535389870E-1,4.783019423E-2
7.695350743E0,1.090383291E0,1.806450039E-1,1.079198867E-1
7.705421543E0,1.092347264E0,2.062646300E-1,1.739676893E-1
7.715492344E0,1.048649788E0,2.193604112E-1,2.354446799E-1
7.725837803E0,9.753538966E-1,2.231720239E-1,2.800281346E-1
7.745704746E0,7.440817356E-1,2.021953166E-1,3.256939352E-1
7.755836582E0,6.022304296E-1,1.863378882E-1,3.284391761E-1
7.765907383E0,4.495209157E-1,1.642821431E-1,3.082572222E-1
7.775978184E0,2.611864209E-1,1.410043538E-1,2.638702095E-1
7.786048985E0,2.237435430E-2,1.079095006E-1,1.873843074E-1
7.796119786E0,-2.282439172E-1,5.933712795E-2,6.247752160E-2
7.806190586E0,-4.481542408E-1,7.144364528E-3,-1.024575233E-1
7.816261387E0,-5.960136652E-1,-4.171564057E-2,-3.044624031E-1
7.826759434E0,-6.404495835E-1,-9.007269889E-2,-5.143584609E-1
7.846473789E0,-5.988673568E-1,-2.289314121E-1,-9.524437785E-1
7.856544590E0,-4.431399405E-1,-3.292210400E-1,-1.167019367E0
7.866615391E0,-2.215906382E-1,-4.417144358E-1,-1.329295993E0
7.876655674E0,3.714919835E-2,-5.732882619E-1,-1.404501200E0
7.886726475E0,3.151696324E-1,-7.250165939E-1,-1.449698925E0
7.896797276E0,6.232076287E-1,-8.122894168E-1,-1.487896681E0
7.906837559E0,9.899868369E-1,-8.146046996E-1,-1.521363854E0
7.916969395E0,1.438004732E0,-7.806153297E-1,-1.618013859E0
7.927589512E0,1.977883220E0,-6.114026308E-1,-1.715753317E0
7.947181797E0,3.257774830E0,6.656794995E-2,-1.814732552E0
7.957252598E0,3.978383303E0,5.186672211E-1,-1.858090162E0
7.967292881E0,4.674561501E0,1.038701177E0,-1.936763525E0
7.977424717E0,5.321995258E0,1.634105086E0,-2.000126362E0
7.987465000E0,5.927159786E0,2.310379744E0,-2.053090811E0
7.997535801E0,6.498082161E0,3.020896435E0,-2.087923527E0
8.007606602E0,6.943334103E0,3.674680233E0,-2.101159334E0
8.017677403E0,7.239691734E0,4.282355309E0,-2.136702061E0
8.028419590E0,7.379759312E0,4.922452927E0,-2.242768526E0
8.047828770E0,7.175169468E0,6.332037926E0,-2.630249262E0
8.057991123E0,6.937373638E0,6.910625458E0,-2.830669403E0
8.068031407E0,6.608273506E0,7.384366035E0,-2.924329996E0
8.078102207E0,6.215542316E0,7.694724083E0,-2.939038038E0
